Input sentence: 张三走进花园，看到了[MASK]。
Word: 她, Probability: 0.2400
Word: 花, Probability: 0.0989
Word: 他, Probability: 0.0898
Word: 我, Probability: 0.0606
Word: 树, Probability: 0.0578
Word: 雨, Probability: 0.0190
Word: 猫, Probability: 0.0189
Word: 鱼, Probability: 0.0184
Word: 它, Probability: 0.0169
Word: 人, Probability: 0.0160
Word: 你, Probability: 0.0132
Word: 风, Probability: 0.0131
Word: 水, Probability: 0.0120
Word: 海, Probability: 0.0104
Word: 雪, Probability: 0.0098
Word: 狗, Probability: 0.0085
Word: 山, Probability: 0.0075
Word: 云, Probability: 0.0073
Word: 书, Probability: 0.0066
Word: 梅, Probability: 0.0058
Word: 猪, Probability: 0.0057
Word: 天, Probability: 0.0054
Word: 鸟, Probability: 0.0052
Word: 草, Probability: 0.0051
Word: 狼, Probability: 0.0050
Word: 马, Probability: 0.0049
Word: 龙, Probability: 0.0047
Word: 灯, Probability: 0.0041
Word: 门, Probability: 0.0040
Word: 路, Probability: 0.0036
Word: 林, Probability: 0.0035
Word: 钱, Probability: 0.0035
Word: 墙, Probability: 0.0034
Word: 虎, Probability: 0.0033
Word: 火, Probability: 0.0032
Word: 烟, Probability: 0.0031
Word: 牛, Probability: 0.0030
Word: 莲, Probability: 0.0030
Word: 爱, Probability: 0.0028
Word: 光, Probability: 0.0028
Word: 家, Probability: 0.0027
Word: 梦, Probability: 0.0026
Word: 春, Probability: 0.0026
Word: 鸡, Probability: 0.0026
Word: 蛇, Probability: 0.0024
Word: 蝉, Probability: 0.0023
Word: 车, Probability: 0.0022
Word: 谁, Probability: 0.0021
Word: 菊, Probability: 0.0020
Word: 鹰, Probability: 0.0020

Input sentence: 一[MASK]梅花。
Word: 朵, Probability: 0.2245
Word: 枝, Probability: 0.0431
Word: 株, Probability: 0.0330
Word: 片, Probability: 0.0296
Word: 束, Probability: 0.0227
Word: 見, Probability: 0.0158
Word: 见, Probability: 0.0156
Word: 、, Probability: 0.0146
Word: 是, Probability: 0.0136
Word: 对, Probability: 0.0119
Word: 瓣, Probability: 0.0101
Word: 树, Probability: 0.0097
Word: 叶, Probability: 0.0095
Word: 个, Probability: 0.0095
Word: 對, Probability: 0.0090
Word: 点, Probability: 0.0090
Word: 看, Probability: 0.0080
Word: 支, Probability: 0.0072
Word: 种, Probability: 0.0069
Word: 個, Probability: 0.0066
Word: 葉, Probability: 0.0066
Word: 樹, Probability: 0.0063
Word: 語, Probability: 0.0061
Word: 语, Probability: 0.0059
Word: 如, Probability: 0.0058
Word: 種, Probability: 0.0056
Word: 盆, Probability: 0.0055
Word: 把, Probability: 0.0055
Word: 點, Probability: 0.0052
Word: 般, Probability: 0.0047
Word: 杯, Probability: 0.0043
Word: 面, Probability: 0.0042
Word: 色, Probability: 0.0041
Word: 只, Probability: 0.0039
Word: 名, Probability: 0.0038
Word: [UNK], Probability: 0.0036
Word: 張, Probability: 0.0035
Word: 路, Probability: 0.0035
Word: 为, Probability: 0.0034
Word: 指, Probability: 0.0032
Word: 字, Probability: 0.0031
Word: 為, Probability: 0.0030
Word: 说, Probability: 0.0030
Word: 笑, Probability: 0.0030
Word: 棵, Probability: 0.0030
Word: 生, Probability: 0.0029
Word: 张, Probability: 0.0027
Word: 眼, Probability: 0.0026
Word: 枚, Probability: 0.0026
Word: 言, Probability: 0.0025

Input sentence: 一朵洁白无瑕的[MASK]。
Word: 花, Probability: 0.8292
Word: 云, Probability: 0.0605
Word: 雪, Probability: 0.0228
Word: 莲, Probability: 0.0223
Word: 绿, Probability: 0.0069
Word: 玉, Probability: 0.0054
Word: 兰, Probability: 0.0045
Word: 春, Probability: 0.0033
Word: 菊, Probability: 0.0031
Word: 美, Probability: 0.0026
Word: 心, Probability: 0.0020
Word: 梅, Probability: 0.0014
Word: 梦, Probability: 0.0013
Word: 水, Probability: 0.0010
Word: 雨, Probability: 0.0010
Word: 秀, Probability: 0.0009
Word: 诗, Probability: 0.0008
Word: 朵, Probability: 0.0008
Word: 霜, Probability: 0.0008
Word: 翠, Probability: 0.0008
Word: 瑰, Probability: 0.0007
Word: 芳, Probability: 0.0007
Word: 草, Probability: 0.0007
Word: 华, Probability: 0.0007
Word: 蕊, Probability: 0.0006
Word: 笑, Probability: 0.0006
Word: 霞, Probability: 0.0006
Word: 藕, Probability: 0.0005
Word: 白, Probability: 0.0005
Word: 树, Probability: 0.0005
Word: 塔, Probability: 0.0004
Word: 爱, Probability: 0.0004
Word: 荷, Probability: 0.0004
Word: 山, Probability: 0.0004
Word: 月, Probability: 0.0004
Word: 黛, Probability: 0.0004
Word: 蓝, Probability: 0.0003
Word: 她, Probability: 0.0003
Word: 画, Probability: 0.0003
Word: 丽, Probability: 0.0003
Word: 玫, Probability: 0.0003
Word: 香, Probability: 0.0003
Word: 红, Probability: 0.0003
Word: 叶, Probability: 0.0003
Word: 尘, Probability: 0.0003
Word: 风, Probability: 0.0003
Word: 桃, Probability: 0.0003
Word: 葩, Probability: 0.0002
Word: 书, Probability: 0.0002
Word: 妆, Probability: 0.0002

Input sentence: 一朵凌霜傲雪的[MASK]。
Word: 花, Probability: 0.8683
Word: 云, Probability: 0.0381
Word: 雪, Probability: 0.0205
Word: 莲, Probability: 0.0087
Word: 梅, Probability: 0.0061
Word: 春, Probability: 0.0042
Word: 菊, Probability: 0.0038
Word: 朵, Probability: 0.0029
Word: 兰, Probability: 0.0027
Word: 葩, Probability: 0.0021
Word: 草, Probability: 0.0016
Word: 芳, Probability: 0.0015
Word: 树, Probability: 0.0011
Word: 香, Probability: 0.0010
Word: 霜, Probability: 0.0010
Word: 蕊, Probability: 0.0010
Word: 山, Probability: 0.0009
Word: 雨, Probability: 0.0009
Word: 美, Probability: 0.0008
Word: 绿, Probability: 0.0008
Word: 心, Probability: 0.0007
Word: 玉, Probability: 0.0007
Word: 秀, Probability: 0.0006
Word: 薇, Probability: 0.0006
Word: 红, Probability: 0.0006
Word: 瑰, Probability: 0.0006
Word: 风, Probability: 0.0005
Word: 烟, Probability: 0.0005
Word: 雾, Probability: 0.0005
Word: 叶, Probability: 0.0005
